noise_id,lat,lng,noise_level_db,occurred_at,noise_type
V02Q1940742_2026-09-03T12:00:00+09:00,37.501040267,127.109739451,50.0,2026-09-03T12:00:00+09:00,environment
V02Q1940742_2026-09-03T11:00:00+09:00,37.501040267,127.109739451,51.0,2026-09-03T11:00:00+09:00,environment
V02Q1940742_2026-09-03T10:00:00+09:00,37.501040267,127.109739451,50.0,2026-09-03T10:00:00+09:00,environment
V02Q1940742_2026-09-03T08:00:00+09:00,37.501040267,127.109739451,48.0,2026-09-03T08:00:00+09:00,environment
V02Q1940742_2026-09-03T07:00:00+09:00,37.501040267,127.109739451,47.0,2026-09-03T07:00:00+09:00,environment
V02Q1940742_2026-09-03T06:00:00+09:00,37.501040267,127.109739451,45.0,2026-09-03T06:00:00+09:00,environment
V02Q1940742_2026-09-03T05:00:00+09:00,37.501040267,127.109739451,45.0,2026-09-03T05:00:00+09:00,environment
V02Q1940742_2026-09-03T04:00:00+09:00,37.501040267,127.109739451,43.0,2026-09-03T04:00:00+09:00,environment
V02Q1940742_2026-09-03T03:00:00+09:00,37.501040267,127.109739451,43.0,2026-09-03T03:00:00+09:00,environment
V02Q1940742_2026-09-03T02:00:00+09:00,37.501040267,127.109739451,44.0,2026-09-03T02:00:00+09:00,environment
V02Q1940742_2026-09-03T01:00:00+09:00,37.501040267,127.109739451,45.0,2026-09-03T01:00:00+09:00,environment
V02Q1940742_2026-09-03T00:00:00+09:00,37.501040267,127.109739451,47.0,2026-09-03T00:00:00+09:00,environment
OC3CL200017_2026-09-04T01:07:00+09:00,37.52406575,127.1285088,60.0,2026-09-04T01:07:00+09:00,environment
OC3CL200135_2026-09-04T01:07:00+09:00,37.50215692,127.07044791,61.0,2026-09-04T01:07:00+09:00,environment
OC3CL200157_2026-09-04T01:07:00+09:00,37.492381245,127.094589306,65.0,2026-09-04T01:07:00+09:00,environment
OC3CL200207_2026-09-04T01:07:00+09:00,37.494957877,127.124194746,36.0,2026-09-04T01:07:00+09:00,environment
OC3CL210115_2026-09-04T01:07:00+09:00,37.525641,127.129665,56.0,2026-09-04T01:07:00+09:00,environment
V02Q1940079_2026-09-04T01:07:00+09:00,37.494102447,127.082209375,35.0,2026-09-04T01:07:00+09:00,environment
V02Q1940082_2026-09-04T01:07:00+09:00,37.495507594,127.085748474,48.0,2026-09-04T01:07:00+09:00,environment
V02Q1940098_2026-09-04T01:07:00+09:00,37.48670146,127.1000197,52.0,2026-09-04T01:07:00+09:00,environment
V02Q1940100_2026-09-04T01:07:00+09:00,37.494978959,127.093144214,59.0,2026-09-04T01:07:00+09:00,environment
V02Q1940117_2026-09-04T01:07:00+09:00,37.508537127,127.087121735,49.0,2026-09-04T01:07:00+09:00,environment
V02Q1940246_2026-09-04T01:07:00+09:00,37.49920086,127.072395308,45.0,2026-09-04T01:07:00+09:00,environment
V02Q1940391_2026-09-04T01:07:00+09:00,37.528616803,127.085121222,43.0,2026-09-04T01:07:00+09:00,environment
V02Q1940392_2026-09-04T01:07:00+09:00,37.538286643,127.09239683,48.0,2026-09-04T01:07:00+09:00,environment
V02Q1940403_2026-09-04T01:07:00+09:00,37.534309074,127.081985567,45.0,2026-09-04T01:07:00+09:00,environment
V02Q1940411_2026-09-04T01:07:00+09:00,37.533878243,127.091521,37.0,2026-09-04T01:07:00+09:00,environment
V02Q1940506_2026-09-04T01:07:00+09:00,37.535029673,127.093240689,46.0,2026-09-04T01:07:00+09:00,environment
V02Q1940507_2026-09-04T01:07:00+09:00,37.531277474,127.123271252,38.0,2026-09-04T01:07:00+09:00,environment
V02Q1940679_2026-09-04T01:07:00+09:00,37.495212727,127.121438826,48.0,2026-09-04T01:07:00+09:00,environment
V02Q1940706_2026-09-04T01:07:00+09:00,37.502049127,127.117110751,42.0,2026-09-04T01:07:00+09:00,environment
V02Q1940708_2026-09-04T01:07:00+09:00,37.514300619,127.091447797,46.0,2026-09-04T01:07:00+09:00,environment
V02Q1940713_2026-09-04T01:07:00+09:00,37.516185359,127.114540561,43.0,2026-09-04T01:07:00+09:00,environment
V02Q1940714_2026-09-04T01:07:00+09:00,37.513385412,127.10686824,52.0,2026-09-04T01:07:00+09:00,environment
V02Q1940734_2026-09-04T01:07:00+09:00,37.518407904,127.100366298,36.0,2026-09-04T01:07:00+09:00,environment
V02Q1940736_2026-09-04T01:07:00+09:00,37.504194933,127.128187719,42.0,2026-09-04T01:07:00+09:00,environment
V02Q1940767_2026-09-04T01:07:00+09:00,37.502603852,127.092310875,43.0,2026-09-04T01:07:00+09:00,environment
V02Q1940772_2026-09-04T01:07:00+09:00,37.503635193,127.103503284,48.0,2026-09-04T01:07:00+09:00,environment
V02Q1940775_2026-09-04T01:07:00+09:00,37.505801455,127.109663753,45.0,2026-09-04T01:07:00+09:00,environment
V02Q1940781_2026-09-04T01:07:00+09:00,37.506173683,127.084756221,38.0,2026-09-04T01:07:00+09:00,environment
V02Q1940784_2026-09-04T01:07:00+09:00,37.498247757,127.126296648,40.0,2026-09-04T01:07:00+09:00,environment
V02Q1940787_2026-09-04T01:07:00+09:00,37.512955044,127.094661921,37.0,2026-09-04T01:07:00+09:00,environment
V02Q1940788_2026-09-04T01:07:00+09:00,37.509617855,127.0741524,45.0,2026-09-04T01:07:00+09:00,environment
V02Q1940790_2026-09-04T01:07:00+09:00,37.514278277,127.112258966,39.0,2026-09-04T01:07:00+09:00,environment
V02Q1940800_2026-09-04T01:07:00+09:00,37.519952859,127.1123122,44.0,2026-09-04T01:07:00+09:00,environment
V02Q1940811_2026-09-04T01:07:00+09:00,37.52727312,127.116249051,49.0,2026-09-04T01:07:00+09:00,environment
V02Q1940819_2026-09-04T01:07:00+09:00,37.507344263,127.104688643,41.0,2026-09-04T01:07:00+09:00,environment
V02Q1940820_2026-09-04T01:07:00+09:00,37.511104225,127.102321793,56.0,2026-09-04T01:07:00+09:00,environment
V02Q1940821_2026-09-04T01:07:00+09:00,37.502832774,127.108694904,47.0,2026-09-04T01:07:00+09:00,environment
V02Q1940832_2026-09-04T01:07:00+09:00,37.511768309,127.124209484,40.0,2026-09-04T01:07:00+09:00,environment
V02Q1940838_2026-09-04T01:07:00+09:00,37.51767925,127.08881891,43.0,2026-09-04T01:07:00+09:00,environment
V02Q1940847_2026-09-04T01:07:00+09:00,37.489683491,127.111908205,35.0,2026-09-04T01:07:00+09:00,environment
V02Q1940873_2026-09-04T01:07:00+09:00,37.53247211,127.114301129,48.0,2026-09-04T01:07:00+09:00,environment
V02Q1940941_2026-09-04T01:07:00+09:00,37.509088133,127.084056858,44.0,2026-09-04T01:07:00+09:00,environment
V02Q1940392_2026-09-04T02:07:00+09:00,37.538286643,127.09239683,47.0,2026-09-04T02:07:00+09:00,environment
V02Q1940403_2026-09-04T02:07:00+09:00,37.534309074,127.081985567,45.0,2026-09-04T02:07:00+09:00,environment
V02Q1940391_2026-09-04T02:07:00+09:00,37.528616803,127.085121222,43.0,2026-09-04T02:07:00+09:00,environment
V02Q1940411_2026-09-04T02:07:00+09:00,37.533878243,127.091521,37.0,2026-09-04T02:07:00+09:00,environment
V02Q1940506_2026-09-04T02:07:00+09:00,37.535029673,127.093240689,45.0,2026-09-04T02:07:00+09:00,environment
V02Q1940679_2026-09-04T02:07:00+09:00,37.495212727,127.121438826,47.0,2026-09-04T02:07:00+09:00,environment
V02Q1940734_2026-09-04T02:07:00+09:00,37.518407904,127.100366298,37.0,2026-09-04T02:07:00+09:00,environment
V02Q1940784_2026-09-04T02:07:00+09:00,37.498247757,127.126296648,39.0,2026-09-04T02:07:00+09:00,environment
V02Q1940706_2026-09-04T02:07:00+09:00,37.502049127,127.117110751,42.0,2026-09-04T02:07:00+09:00,environment
V02Q1940708_2026-09-04T02:07:00+09:00,37.514300619,127.091447797,46.0,2026-09-04T02:07:00+09:00,environment
V02Q1940714_2026-09-04T02:07:00+09:00,37.513385412,127.10686824,52.0,2026-09-04T02:07:00+09:00,environment
V02Q1940736_2026-09-04T02:07:00+09:00,37.504194933,127.128187719,44.0,2026-09-04T02:07:00+09:00,environment
V02Q1940767_2026-09-04T02:07:00+09:00,37.502603852,127.092310875,44.0,2026-09-04T02:07:00+09:00,environment
V02Q1940772_2026-09-04T02:07:00+09:00,37.503635193,127.103503284,47.0,2026-09-04T02:07:00+09:00,environment
V02Q1940775_2026-09-04T02:07:00+09:00,37.505801455,127.109663753,44.0,2026-09-04T02:07:00+09:00,environment
V02Q1940781_2026-09-04T02:07:00+09:00,37.506173683,127.084756221,39.0,2026-09-04T02:07:00+09:00,environment
V02Q1940787_2026-09-04T02:07:00+09:00,37.512955044,127.094661921,37.0,2026-09-04T02:07:00+09:00,environment
V02Q1940788_2026-09-04T02:07:00+09:00,37.509617855,127.0741524,47.0,2026-09-04T02:07:00+09:00,environment
V02Q1940790_2026-09-04T02:07:00+09:00,37.514278277,127.112258966,37.0,2026-09-04T02:07:00+09:00,environment
V02Q1940800_2026-09-04T02:07:00+09:00,37.519952859,127.1123122,44.0,2026-09-04T02:07:00+09:00,environment
V02Q1940832_2026-09-04T02:07:00+09:00,37.511768309,127.124209484,40.0,2026-09-04T02:07:00+09:00,environment
V02Q1940847_2026-09-04T02:07:00+09:00,37.489683491,127.111908205,35.0,2026-09-04T02:07:00+09:00,environment
V02Q1940873_2026-09-04T02:07:00+09:00,37.53247211,127.114301129,48.0,2026-09-04T02:07:00+09:00,environment
V02Q1940117_2026-09-04T02:07:00+09:00,37.508537127,127.087121735,47.0,2026-09-04T02:07:00+09:00,environment
V02Q1940507_2026-09-04T02:07:00+09:00,37.531277474,127.123271252,37.0,2026-09-04T02:07:00+09:00,environment
V02Q1940713_2026-09-04T02:07:00+09:00,37.516185359,127.114540561,42.0,2026-09-04T02:07:00+09:00,environment
V02Q1940811_2026-09-04T02:07:00+09:00,37.52727312,127.116249051,49.0,2026-09-04T02:07:00+09:00,environment
V02Q1940819_2026-09-04T02:07:00+09:00,37.507344263,127.104688643,39.0,2026-09-04T02:07:00+09:00,environment
V02Q1940820_2026-09-04T02:07:00+09:00,37.511104225,127.102321793,54.0,2026-09-04T02:07:00+09:00,environment
V02Q1940821_2026-09-04T02:07:00+09:00,37.502832774,127.108694904,46.0,2026-09-04T02:07:00+09:00,environment
V02Q1940838_2026-09-04T02:07:00+09:00,37.51767925,127.08881891,43.0,2026-09-04T02:07:00+09:00,environment
V02Q1940941_2026-09-04T02:07:00+09:00,37.509088133,127.084056858,44.0,2026-09-04T02:07:00+09:00,environment
V02Q1940079_2026-09-04T02:07:00+09:00,37.494102447,127.082209375,35.0,2026-09-04T02:07:00+09:00,environment
V02Q1940098_2026-09-04T02:07:00+09:00,37.48670146,127.1000197,55.0,2026-09-04T02:07:00+09:00,environment
V02Q1940246_2026-09-04T02:07:00+09:00,37.49920086,127.072395308,47.0,2026-09-04T02:07:00+09:00,environment
V02Q1940082_2026-09-04T02:07:00+09:00,37.495507594,127.085748474,47.0,2026-09-04T02:07:00+09:00,environment
V02Q1940100_2026-09-04T02:07:00+09:00,37.494978959,127.093144214,58.0,2026-09-04T02:07:00+09:00,environment
OC3CL200157_2026-09-04T02:07:00+09:00,37.492381245,127.094589306,64.0,2026-09-04T02:07:00+09:00,environment
OC3CL200135_2026-09-04T02:07:00+09:00,37.50215692,127.07044791,60.0,2026-09-04T02:07:00+09:00,environment
OC3CL200207_2026-09-04T02:07:00+09:00,37.494957877,127.124194746,35.0,2026-09-04T02:07:00+09:00,environment
OC3CL210115_2026-09-04T02:07:00+09:00,37.525641,127.129665,54.0,2026-09-04T02:07:00+09:00,environment
V02Q1940392_2026-09-04T03:07:00+09:00,37.538286643,127.09239683,50.0,2026-09-04T03:07:00+09:00,environment
V02Q1940403_2026-09-04T03:07:00+09:00,37.534309074,127.081985567,46.0,2026-09-04T03:07:00+09:00,environment
V02Q1940391_2026-09-04T03:07:00+09:00,37.528616803,127.085121222,43.0,2026-09-04T03:07:00+09:00,environment
V02Q1940411_2026-09-04T03:07:00+09:00,37.533878243,127.091521,38.0,2026-09-04T03:07:00+09:00,environment
V02Q1940506_2026-09-04T03:07:00+09:00,37.535029673,127.093240689,45.0,2026-09-04T03:07:00+09:00,environment
V02Q1940679_2026-09-04T03:07:00+09:00,37.495212727,127.121438826,47.0,2026-09-04T03:07:00+09:00,environment
V02Q1940734_2026-09-04T03:07:00+09:00,37.518407904,127.100366298,39.0,2026-09-04T03:07:00+09:00,environment
V02Q1940767_2026-09-04T03:07:00+09:00,37.502603852,127.092310875,45.0,2026-09-04T03:07:00+09:00,environment
V02Q1940784_2026-09-04T03:07:00+09:00,37.498247757,127.126296648,45.0,2026-09-04T03:07:00+09:00,environment
V02Q1940790_2026-09-04T03:07:00+09:00,37.514278277,127.112258966,37.0,2026-09-04T03:07:00+09:00,environment
V02Q1940706_2026-09-04T03:07:00+09:00,37.502049127,127.117110751,43.0,2026-09-04T03:07:00+09:00,environment
V02Q1940708_2026-09-04T03:07:00+09:00,37.514300619,127.091447797,46.0,2026-09-04T03:07:00+09:00,environment
V02Q1940713_2026-09-04T03:07:00+09:00,37.516185359,127.114540561,41.0,2026-09-04T03:07:00+09:00,environment
V02Q1940714_2026-09-04T03:07:00+09:00,37.513385412,127.10686824,52.0,2026-09-04T03:07:00+09:00,environment
V02Q1940736_2026-09-04T03:07:00+09:00,37.504194933,127.128187719,46.0,2026-09-04T03:07:00+09:00,environment
V02Q1940772_2026-09-04T03:07:00+09:00,37.503635193,127.103503284,46.0,2026-09-04T03:07:00+09:00,environment
V02Q1940775_2026-09-04T03:07:00+09:00,37.505801455,127.109663753,44.0,2026-09-04T03:07:00+09:00,environment
V02Q1940781_2026-09-04T03:07:00+09:00,37.506173683,127.084756221,41.0,2026-09-04T03:07:00+09:00,environment
V02Q1940787_2026-09-04T03:07:00+09:00,37.512955044,127.094661921,39.0,2026-09-04T03:07:00+09:00,environment
V02Q1940788_2026-09-04T03:07:00+09:00,37.509617855,127.0741524,49.0,2026-09-04T03:07:00+09:00,environment
V02Q1940800_2026-09-04T03:07:00+09:00,37.519952859,127.1123122,44.0,2026-09-04T03:07:00+09:00,environment
V02Q1940811_2026-09-04T03:07:00+09:00,37.52727312,127.116249051,50.0,2026-09-04T03:07:00+09:00,environment
V02Q1940832_2026-09-04T03:07:00+09:00,37.511768309,127.124209484,45.0,2026-09-04T03:07:00+09:00,environment
V02Q1940847_2026-09-04T03:07:00+09:00,37.489683491,127.111908205,35.0,2026-09-04T03:07:00+09:00,environment
V02Q1940873_2026-09-04T03:07:00+09:00,37.53247211,127.114301129,51.0,2026-09-04T03:07:00+09:00,environment
V02Q1940941_2026-09-04T03:07:00+09:00,37.509088133,127.084056858,41.0,2026-09-04T03:07:00+09:00,environment
V02Q1940507_2026-09-04T03:07:00+09:00,37.531277474,127.123271252,39.0,2026-09-04T03:07:00+09:00,environment
V02Q1940819_2026-09-04T03:07:00+09:00,37.507344263,127.104688643,39.0,2026-09-04T03:07:00+09:00,environment
V02Q1940820_2026-09-04T03:07:00+09:00,37.511104225,127.102321793,53.0,2026-09-04T03:07:00+09:00,environment
V02Q1940821_2026-09-04T03:07:00+09:00,37.502832774,127.108694904,43.0,2026-09-04T03:07:00+09:00,environment
V02Q1940838_2026-09-04T03:07:00+09:00,37.51767925,127.08881891,43.0,2026-09-04T03:07:00+09:00,environment
V02Q1940079_2026-09-04T03:07:00+09:00,37.494102447,127.082209375,35.0,2026-09-04T03:07:00+09:00,environment
V02Q1940246_2026-09-04T03:07:00+09:00,37.49920086,127.072395308,48.0,2026-09-04T03:07:00+09:00,environment
V02Q1940082_2026-09-04T03:07:00+09:00,37.495507594,127.085748474,48.0,2026-09-04T03:07:00+09:00,environment
V02Q1940098_2026-09-04T03:07:00+09:00,37.48670146,127.1000197,52.0,2026-09-04T03:07:00+09:00,environment
V02Q1940100_2026-09-04T03:07:00+09:00,37.494978959,127.093144214,58.0,2026-09-04T03:07:00+09:00,environment
OC3CL200135_2026-09-04T03:07:00+09:00,37.50215692,127.07044791,60.0,2026-09-04T03:07:00+09:00,environment
OC3CL200157_2026-09-04T03:07:00+09:00,37.492381245,127.094589306,64.0,2026-09-04T03:07:00+09:00,environment
OC3CL200207_2026-09-04T03:07:00+09:00,37.494957877,127.124194746,35.0,2026-09-04T03:07:00+09:00,environment
OC3CL210115_2026-09-04T03:07:00+09:00,37.525641,127.129665,54.0,2026-09-04T03:07:00+09:00,environment
OC3CL200135_2026-09-04T04:07:00+09:00,37.50215692,127.07044791,60.0,2026-09-04T04:07:00+09:00,environment
OC3CL200141_2026-09-04T04:07:00+09:00,37.48877157,127.1067039,57.0,2026-09-04T04:07:00+09:00,environment
OC3CL200157_2026-09-04T04:07:00+09:00,37.492381245,127.094589306,63.0,2026-09-04T04:07:00+09:00,environment
OC3CL200207_2026-09-04T04:07:00+09:00,37.494957877,127.124194746,35.0,2026-09-04T04:07:00+09:00,environment
OC3CL210115_2026-09-04T04:07:00+09:00,37.525641,127.129665,53.0,2026-09-04T04:07:00+09:00,environment
V02Q1940079_2026-09-04T04:07:00+09:00,37.494102447,127.082209375,35.0,2026-09-04T04:07:00+09:00,environment
V02Q1940082_2026-09-04T04:07:00+09:00,37.495507594,127.085748474,47.0,2026-09-04T04:07:00+09:00,environment
V02Q1940098_2026-09-04T04:07:00+09:00,37.48670146,127.1000197,51.0,2026-09-04T04:07:00+09:00,environment
V02Q1940100_2026-09-04T04:07:00+09:00,37.494978959,127.093144214,57.0,2026-09-04T04:07:00+09:00,environment
V02Q1940117_2026-09-04T04:07:00+09:00,37.508537127,127.087121735,54.0,2026-09-04T04:07:00+09:00,environment
V02Q1940246_2026-09-04T04:07:00+09:00,37.49920086,127.072395308,48.0,2026-09-04T04:07:00+09:00,environment
V02Q1940391_2026-09-04T04:07:00+09:00,37.528616803,127.085121222,44.0,2026-09-04T04:07:00+09:00,environment
V02Q1940392_2026-09-04T04:07:00+09:00,37.538286643,127.09239683,52.0,2026-09-04T04:07:00+09:00,environment
V02Q1940403_2026-09-04T04:07:00+09:00,37.534309074,127.081985567,44.0,2026-09-04T04:07:00+09:00,environment
V02Q1940411_2026-09-04T04:07:00+09:00,37.533878243,127.091521,37.0,2026-09-04T04:07:00+09:00,environment
V02Q1940506_2026-09-04T04:07:00+09:00,37.535029673,127.093240689,47.0,2026-09-04T04:07:00+09:00,environment
V02Q1940507_2026-09-04T04:07:00+09:00,37.531277474,127.123271252,41.0,2026-09-04T04:07:00+09:00,environment
V02Q1940679_2026-09-04T04:07:00+09:00,37.495212727,127.121438826,46.0,2026-09-04T04:07:00+09:00,environment
V02Q1940706_2026-09-04T04:07:00+09:00,37.502049127,127.117110751,46.0,2026-09-04T04:07:00+09:00,environment
V02Q1940708_2026-09-04T04:07:00+09:00,37.514300619,127.091447797,47.0,2026-09-04T04:07:00+09:00,environment
V02Q1940713_2026-09-04T04:07:00+09:00,37.516185359,127.114540561,41.0,2026-09-04T04:07:00+09:00,environment
V02Q1940714_2026-09-04T04:07:00+09:00,37.513385412,127.10686824,52.0,2026-09-04T04:07:00+09:00,environment
V02Q1940734_2026-09-04T04:07:00+09:00,37.518407904,127.100366298,42.0,2026-09-04T04:07:00+09:00,environment
V02Q1940736_2026-09-04T04:07:00+09:00,37.504194933,127.128187719,50.0,2026-09-04T04:07:00+09:00,environment
V02Q1940767_2026-09-04T04:07:00+09:00,37.502603852,127.092310875,47.0,2026-09-04T04:07:00+09:00,environment
V02Q1940772_2026-09-04T04:07:00+09:00,37.503635193,127.103503284,45.0,2026-09-04T04:07:00+09:00,environment
V02Q1940775_2026-09-04T04:07:00+09:00,37.505801455,127.109663753,43.0,2026-09-04T04:07:00+09:00,environment
V02Q1940781_2026-09-04T04:07:00+09:00,37.506173683,127.084756221,40.0,2026-09-04T04:07:00+09:00,environment
V02Q1940784_2026-09-04T04:07:00+09:00,37.498247757,127.126296648,50.0,2026-09-04T04:07:00+09:00,environment
V02Q1940787_2026-09-04T04:07:00+09:00,37.512955044,127.094661921,42.0,2026-09-04T04:07:00+09:00,environment
V02Q1940788_2026-09-04T04:07:00+09:00,37.509617855,127.0741524,49.0,2026-09-04T04:07:00+09:00,environment
V02Q1940790_2026-09-04T04:07:00+09:00,37.514278277,127.112258966,40.0,2026-09-04T04:07:00+09:00,environment
V02Q1940800_2026-09-04T04:07:00+09:00,37.519952859,127.1123122,42.0,2026-09-04T04:07:00+09:00,environment
V02Q1940811_2026-09-04T04:07:00+09:00,37.52727312,127.116249051,50.0,2026-09-04T04:07:00+09:00,environment
V02Q1940819_2026-09-04T04:07:00+09:00,37.507344263,127.104688643,38.0,2026-09-04T04:07:00+09:00,environment
V02Q1940820_2026-09-04T04:07:00+09:00,37.511104225,127.102321793,51.0,2026-09-04T04:07:00+09:00,environment
V02Q1940821_2026-09-04T04:07:00+09:00,37.502832774,127.108694904,44.0,2026-09-04T04:07:00+09:00,environment
V02Q1940832_2026-09-04T04:07:00+09:00,37.511768309,127.124209484,43.0,2026-09-04T04:07:00+09:00,environment
V02Q1940838_2026-09-04T04:07:00+09:00,37.51767925,127.08881891,43.0,2026-09-04T04:07:00+09:00,environment
V02Q1940847_2026-09-04T04:07:00+09:00,37.489683491,127.111908205,35.0,2026-09-04T04:07:00+09:00,environment
V02Q1940873_2026-09-04T04:07:00+09:00,37.53247211,127.114301129,55.0,2026-09-04T04:07:00+09:00,environment
V02Q1940941_2026-09-04T04:07:00+09:00,37.509088133,127.084056858,39.0,2026-09-04T04:07:00+09:00,environment
OC3CL200135_2026-09-04T05:07:00+09:00,37.50215692,127.07044791,61.0,2026-09-04T05:07:00+09:00,environment
OC3CL200141_2026-09-04T05:07:00+09:00,37.48877157,127.1067039,58.0,2026-09-04T05:07:00+09:00,environment
OC3CL200157_2026-09-04T05:07:00+09:00,37.492381245,127.094589306,65.0,2026-09-04T05:07:00+09:00,environment
OC3CL200207_2026-09-04T05:07:00+09:00,37.494957877,127.124194746,35.0,2026-09-04T05:07:00+09:00,environment
OC3CL210115_2026-09-04T05:07:00+09:00,37.525641,127.129665,54.0,2026-09-04T05:07:00+09:00,environment
V02Q1940079_2026-09-04T05:07:00+09:00,37.494102447,127.082209375,35.0,2026-09-04T05:07:00+09:00,environment
V02Q1940082_2026-09-04T05:07:00+09:00,37.495507594,127.085748474,48.0,2026-09-04T05:07:00+09:00,environment
V02Q1940098_2026-09-04T05:07:00+09:00,37.48670146,127.1000197,51.0,2026-09-04T05:07:00+09:00,environment
V02Q1940100_2026-09-04T05:07:00+09:00,37.494978959,127.093144214,57.0,2026-09-04T05:07:00+09:00,environment
V02Q1940246_2026-09-04T05:07:00+09:00,37.49920086,127.072395308,49.0,2026-09-04T05:07:00+09:00,environment
V02Q1940391_2026-09-04T05:07:00+09:00,37.528616803,127.085121222,45.0,2026-09-04T05:07:00+09:00,environment
V02Q1940392_2026-09-04T05:07:00+09:00,37.538286643,127.09239683,52.0,2026-09-04T05:07:00+09:00,environment
V02Q1940403_2026-09-04T05:07:00+09:00,37.534309074,127.081985567,45.0,2026-09-04T05:07:00+09:00,environment
V02Q1940411_2026-09-04T05:07:00+09:00,37.533878243,127.091521,37.0,2026-09-04T05:07:00+09:00,environment
V02Q1940506_2026-09-04T05:07:00+09:00,37.535029673,127.093240689,46.0,2026-09-04T05:07:00+09:00,environment
V02Q1940507_2026-09-04T05:07:00+09:00,37.531277474,127.123271252,43.0,2026-09-04T05:07:00+09:00,environment
V02Q1940679_2026-09-04T05:07:00+09:00,37.495212727,127.121438826,45.0,2026-09-04T05:07:00+09:00,environment
V02Q1940706_2026-09-04T05:07:00+09:00,37.502049127,127.117110751,48.0,2026-09-04T05:07:00+09:00,environment
V02Q1940708_2026-09-04T05:07:00+09:00,37.514300619,127.091447797,50.0,2026-09-04T05:07:00+09:00,environment
V02Q1940713_2026-09-04T05:07:00+09:00,37.516185359,127.114540561,42.0,2026-09-04T05:07:00+09:00,environment
V02Q1940714_2026-09-04T05:07:00+09:00,37.513385412,127.10686824,53.0,2026-09-04T05:07:00+09:00,environment
V02Q1940734_2026-09-04T05:07:00+09:00,37.518407904,127.100366298,42.0,2026-09-04T05:07:00+09:00,environment
V02Q1940736_2026-09-04T05:07:00+09:00,37.504194933,127.128187719,52.0,2026-09-04T05:07:00+09:00,environment
V02Q1940767_2026-09-04T05:07:00+09:00,37.502603852,127.092310875,49.0,2026-09-04T05:07:00+09:00,environment
V02Q1940772_2026-09-04T05:07:00+09:00,37.503635193,127.103503284,45.0,2026-09-04T05:07:00+09:00,environment
V02Q1940775_2026-09-04T05:07:00+09:00,37.505801455,127.109663753,43.0,2026-09-04T05:07:00+09:00,environment
V02Q1940781_2026-09-04T05:07:00+09:00,37.506173683,127.084756221,40.0,2026-09-04T05:07:00+09:00,environment
V02Q1940784_2026-09-04T05:07:00+09:00,37.498247757,127.126296648,53.0,2026-09-04T05:07:00+09:00,environment
V02Q1940787_2026-09-04T05:07:00+09:00,37.512955044,127.094661921,44.0,2026-09-04T05:07:00+09:00,environment
V02Q1940788_2026-09-04T05:07:00+09:00,37.509617855,127.0741524,51.0,2026-09-04T05:07:00+09:00,environment
V02Q1940790_2026-09-04T05:07:00+09:00,37.514278277,127.112258966,44.0,2026-09-04T05:07:00+09:00,environment
V02Q1940800_2026-09-04T05:07:00+09:00,37.519952859,127.1123122,43.0,2026-09-04T05:07:00+09:00,environment
V02Q1940811_2026-09-04T05:07:00+09:00,37.52727312,127.116249051,51.0,2026-09-04T05:07:00+09:00,environment
V02Q1940819_2026-09-04T05:07:00+09:00,37.507344263,127.104688643,39.0,2026-09-04T05:07:00+09:00,environment
V02Q1940820_2026-09-04T05:07:00+09:00,37.511104225,127.102321793,54.0,2026-09-04T05:07:00+09:00,environment
V02Q1940821_2026-09-04T05:07:00+09:00,37.502832774,127.108694904,44.0,2026-09-04T05:07:00+09:00,environment
V02Q1940832_2026-09-04T05:07:00+09:00,37.511768309,127.124209484,44.0,2026-09-04T05:07:00+09:00,environment
V02Q1940838_2026-09-04T05:07:00+09:00,37.51767925,127.08881891,43.0,2026-09-04T05:07:00+09:00,environment
V02Q1940847_2026-09-04T05:07:00+09:00,37.489683491,127.111908205,35.0,2026-09-04T05:07:00+09:00,environment
V02Q1940873_2026-09-04T05:07:00+09:00,37.53247211,127.114301129,56.0,2026-09-04T05:07:00+09:00,environment
V02Q1940941_2026-09-04T05:07:00+09:00,37.509088133,127.084056858,40.0,2026-09-04T05:07:00+09:00,environment
OC3CL200135_2026-09-04T06:07:00+09:00,37.50215692,127.07044791,62.0,2026-09-04T06:07:00+09:00,environment
OC3CL200141_2026-09-04T06:07:00+09:00,37.48877157,127.1067039,61.0,2026-09-04T06:07:00+09:00,environment
OC3CL200157_2026-09-04T06:07:00+09:00,37.492381245,127.094589306,68.0,2026-09-04T06:07:00+09:00,environment
OC3CL200207_2026-09-04T06:07:00+09:00,37.494957877,127.124194746,36.0,2026-09-04T06:07:00+09:00,environment
OC3CL210115_2026-09-04T06:07:00+09:00,37.525641,127.129665,59.0,2026-09-04T06:07:00+09:00,environment
V02Q1940079_2026-09-04T06:07:00+09:00,37.494102447,127.082209375,35.0,2026-09-04T06:07:00+09:00,environment
V02Q1940082_2026-09-04T06:07:00+09:00,37.495507594,127.085748474,49.0,2026-09-04T06:07:00+09:00,environment
V02Q1940098_2026-09-04T06:07:00+09:00,37.48670146,127.1000197,53.0,2026-09-04T06:07:00+09:00,environment
V02Q1940100_2026-09-04T06:07:00+09:00,37.494978959,127.093144214,60.0,2026-09-04T06:07:00+09:00,environment
V02Q1940246_2026-09-04T06:07:00+09:00,37.49920086,127.072395308,51.0,2026-09-04T06:07:00+09:00,environment
V02Q1940391_2026-09-04T06:07:00+09:00,37.528616803,127.085121222,46.0,2026-09-04T06:07:00+09:00,environment
